Term,Word Count,TF-IDF
introduce,1,0.013432805897101947
module,4,0.05373122358840779
guidance,8,0.10746244717681558
unhelpful,1,0.013432805897101947
ban,1,0.013432805897101947
decide,2,0.026865611794203895
large,1,0.013432805897101947
moment,2,0.026865611794203895
limitation,1,0.013432805897101947
disruptive,1,0.013432805897101947
rule,1,0.013432805897101947
purpose,1,0.013432805897101947
artificial,2,0.026865611794203895
click,1,0.013432805897101947
opportunity,2,0.026865611794203895
clear,2,0.026865611794203895
abided,1,0.013432805897101947
appropriate,4,0.05373122358840779
one,3,0.04029841769130584
support,4,0.05373122358840779
remove,1,0.013432805897101947
incorrect,1,0.013432805897101947
ucl,16,0.21492489435363116
llm,1,0.013432805897101947
permitted,2,0.026865611794203895
powerful,1,0.013432805897101947
technologist,1,0.013432805897101947
staff,2,0.026865611794203895
find,2,0.026865611794203895
available,1,0.013432805897101947
digital,1,0.013432805897101947
bard,1,0.013432805897101947
productively,1,0.013432805897101947
feature,1,0.013432805897101947
content,2,0.026865611794203895
google,1,0.013432805897101947
skill,1,0.013432805897101947
delivered,1,0.013432805897101947
discus,2,0.026865611794203895
code,1,0.013432805897101947
interactive,1,0.013432805897101947
time,1,0.013432805897101947
assist,1,0.013432805897101947
understood,1,0.013432805897101947
lecture,2,0.026865611794203895
mural,1,0.013432805897101947
explained,1,0.013432805897101947
program,1,0.013432805897101947
final,1,0.013432805897101947
delete,1,0.013432805897101947
note,1,0.013432805897101947
additional,1,0.013432805897101947
three,3,0.04029841769130584
algorithm,1,0.013432805897101947
specified,1,0.013432805897101947
introduction,2,0.026865611794203895
policy,1,0.013432805897101947
core,2,0.026865611794203895
tool,9,0.12089525307391753
adapt,1,0.013432805897101947
able,1,0.013432805897101947
specific,1,0.013432805897101947
discussion,6,0.08059683538261168
deleted,1,0.013432805897101947
partnership,1,0.013432805897101947
four,1,0.013432805897101947
diverse,1,0.013432805897101947
student,36,0.48358101229567013
meet,1,0.013432805897101947
search,2,0.026865611794203895
becomes,1,0.013432805897101947
optional,1,0.013432805897101947
site,1,0.013432805897101947
widespread,1,0.013432805897101947
intend,1,0.013432805897101947
anthropic,1,0.013432805897101947
leader,2,0.026865611794203895
model,1,0.013432805897101947
expectation,1,0.013432805897101947
massive,1,0.013432805897101947
shared,2,0.026865611794203895
could,2,0.026865611794203895
strongly,1,0.013432805897101947
developed,1,0.013432805897101947
image,1,0.013432805897101947
history,1,0.013432805897101947
version,1,0.013432805897101947
encouraged,2,0.026865611794203895
advisor,1,0.013432805897101947
provides,4,0.05373122358840779
cohort,1,0.013432805897101947
instruction,2,0.026865611794203895
scientific,1,0.013432805897101947
designed,1,0.013432805897101947
huge,1,0.013432805897101947
essential,1,0.013432805897101947
always,1,0.013432805897101947
login,1,0.013432805897101947
deck,1,0.013432805897101947
created,1,0.013432805897101947
box,1,0.013432805897101947
opted,1,0.013432805897101947
reasonable,1,0.013432805897101947
educational,1,0.013432805897101947
part,2,0.026865611794203895
language,2,0.026865611794203895
term,1,0.013432805897101947
hinder,1,0.013432805897101947
higher,2,0.026865611794203895
example,7,0.09402964127971364
unreasonable,1,0.013432805897101947
consider,5,0.06716402948550974
want,4,0.05373122358840779
feedback,1,0.013432805897101947
create,2,0.026865611794203895
thinking,1,0.013432805897101947
cover,1,0.013432805897101947
clarification,1,0.013432805897101947
visit,1,0.013432805897101947
might,3,0.04029841769130584
help,4,0.05373122358840779
reference,1,0.013432805897101947
transparent,1,0.013432805897101947
mediacentral,1,0.013432805897101947
learning,14,0.18805928255942728
engage,1,0.013432805897101947
literacy,2,0.026865611794203895
superficial,1,0.013432805897101947
structured,2,0.026865611794203895
produced,1,0.013432805897101947
chandler,1,0.013432805897101947
within,2,0.026865611794203895
audio,1,0.013432805897101947
achieve,2,0.026865611794203895
develop,2,0.026865611794203895
academic,4,0.05373122358840779
workplace,1,0.013432805897101947
risk,1,0.013432805897101947
chatgpt,1,0.013432805897101947
analyse,1,0.013432805897101947
elsewhere,1,0.013432805897101947
suggests,1,0.013432805897101947
employ,1,0.013432805897101947
context,2,0.026865611794203895
overview,1,0.013432805897101947
however,1,0.013432805897101947
team,1,0.013432805897101947
transparently,1,0.013432805897101947
network,1,0.013432805897101947
shortcut,1,0.013432805897101947
manual,1,0.013432805897101947
integrity,2,0.026865611794203895
output,3,0.04029841769130584
acknowledge,2,0.026865611794203895
explicit,1,0.013432805897101947
sure,1,0.013432805897101947
many,1,0.013432805897101947
interview,1,0.013432805897101947
educator,2,0.026865611794203895
simple,2,0.026865611794203895
likely,1,0.013432805897101947
provide,4,0.05373122358840779
toolkit,1,0.013432805897101947
sharepoint,1,0.013432805897101947
sso,2,0.026865611794203895
ethical,4,0.05373122358840779
responsible,1,0.013432805897101947
tutor,1,0.013432805897101947
category,8,0.10746244717681558
asynchronous,1,0.013432805897101947
allowed,1,0.013432805897101947
usage,2,0.026865611794203895
solution,1,0.013432805897101947
neural,1,0.013432805897101947
goal,2,0.026865611794203895
undermine,1,0.013432805897101947
offer,1,0.013432805897101947
first,1,0.013432805897101947
important,2,0.026865611794203895
take,1,0.013432805897101947
continue,1,0.013432805897101947
section,5,0.06716402948550974
obtain,1,0.013432805897101947
conversation,1,0.013432805897101947
process,1,0.013432805897101947
consideration,1,0.013432805897101947
research,1,0.013432805897101947
open,1,0.013432805897101947
user,1,0.013432805897101947
assessing,1,0.013432805897101947
general,2,0.026865611794203895
new,2,0.026865611794203895
promote,1,0.013432805897101947
read,2,0.026865611794203895
link,1,0.013432805897101947
disciplinary,2,0.026865611794203895
meaningful,1,0.013432805897101947
assessment,17,0.22835770025073313
beyond,1,0.013432805897101947
deep,1,0.013432805897101947
believe,1,0.013432805897101947
use,27,0.3626857592217526
review,1,0.013432805897101947
later,1,0.013432805897101947
building,2,0.026865611794203895
outcome,2,0.026865611794203895
data,1,0.013432805897101947
intelligence,2,0.026865611794203895
familiarise,2,0.026865611794203895
datasets,1,0.013432805897101947
seek,2,0.026865611794203895
subfields,1,0.013432805897101947
challenge,1,0.013432805897101947
learn,1,0.013432805897101947
hub,1,0.013432805897101947
group,1,0.013432805897101947
potentially,1,0.013432805897101947
approach,2,0.026865611794203895
includes,4,0.05373122358840779
machine,1,0.013432805897101947
perspective,3,0.04029841769130584
describes,1,0.013432805897101947
inaccurate,1,0.013432805897101947
ai,0,0.18805928255942728
effectively,1,0.013432805897101947
circulated,1,0.013432805897101947
option,3,0.04029841769130584
week,1,0.013432805897101947
slide,18,0.24179050614783507
style,1,0.013432805897101947
contact,1,0.013432805897101947
sheet,1,0.013432805897101947
edit,2,0.026865611794203895
information,1,0.013432805897101947
impact,1,0.013432805897101947
extensively,1,0.013432805897101947
institution,1,0.013432805897101947
background,1,0.013432805897101947
need,3,0.04029841769130584
question,1,0.013432805897101947
amount,1,0.013432805897101947
achieving,1,0.013432805897101947
reduce,1,0.013432805897101947
suggestion,1,0.013432805897101947
transformative,1,0.013432805897101947
exactly,1,0.013432805897101947
also,3,0.04029841769130584
critical,4,0.05373122358840779
easy,2,0.026865611794203895
focus,1,0.013432805897101947
understanding,1,0.013432805897101947
next,1,0.013432805897101947
professional,1,0.013432805897101947
generate,4,0.05373122358840779
trained,1,0.013432805897101947
template,6,0.08059683538261168
text,2,0.026865611794203895
faculty,2,0.026865611794203895
education,4,0.05373122358840779
multiple,1,0.013432805897101947
video,3,0.04029841769130584
statement,1,0.013432805897101947
physic,1,0.013432805897101947
clarify,1,0.013432805897101947
