Term,Word Count,TF-IDF
informed,5,0.0349112983423716
ask,1,0.0069822596684743195
impacted,1,0.0069822596684743195
changing,2,0.013964519336948639
emerging,1,0.0069822596684743195
move,1,0.0069822596684743195
limitation,6,0.04189355801084592
show,1,0.0069822596684743195
limit,2,0.013964519336948639
undertaking,1,0.0069822596684743195
reasoning,1,0.0069822596684743195
dependency,1,0.0069822596684743195
enhance,1,0.0069822596684743195
pedagogical,1,0.0069822596684743195
opportunity,4,0.027929038673897278
appropriate,6,0.04189355801084592
resilient,1,0.0069822596684743195
support,11,0.07680485635321752
variety,2,0.013964519336948639
incorrect,1,0.0069822596684743195
ongoing,1,0.0069822596684743195
type,9,0.06284033701626887
designing,9,0.06284033701626887
unethical,1,0.0069822596684743195
necessary,1,0.0069822596684743195
staff,9,0.06284033701626887
lower,1,0.0069822596684743195
imperative,1,0.0069822596684743195
available,1,0.0069822596684743195
choice,3,0.02094677900542296
met,1,0.0069822596684743195
showcase,1,0.0069822596684743195
minimisation,1,0.0069822596684743195
prioritise,1,0.0069822596684743195
matter,1,0.0069822596684743195
protected,1,0.0069822596684743195
affordances,1,0.0069822596684743195
skill,6,0.04189355801084592
reporting,1,0.0069822596684743195
whole,2,0.013964519336948639
presentation,10,0.0698225966847432
portfolio,3,0.02094677900542296
sturt,9,0.06284033701626887
based,2,0.013964519336948639
wish,1,0.0069822596684743195
relevant,1,0.0069822596684743195
across,2,0.013964519336948639
heavily,1,0.0069822596684743195
algorithm,1,0.0069822596684743195
judgment,1,0.0069822596684743195
minimise,2,0.013964519336948639
incumbent,1,0.0069822596684743195
generated,1,0.0069822596684743195
centred,1,0.0069822596684743195
tool,13,0.09076937569016616
hypothetical,1,0.0069822596684743195
adapt,1,0.0069822596684743195
rethink,2,0.013964519336948639
specific,5,0.0349112983423716
give,1,0.0069822596684743195
industry,1,0.0069822596684743195
equitable,1,0.0069822596684743195
partnership,1,0.0069822596684743195
needed,1,0.0069822596684743195
diverse,2,0.013964519336948639
student,51,0.3560952430921903
unfeasible,1,0.0069822596684743195
yes,3,0.02094677900542296
rest,1,0.0069822596684743195
update,1,0.0069822596684743195
easily,1,0.0069822596684743195
element,1,0.0069822596684743195
exploring,1,0.0069822596684743195
standard,3,0.02094677900542296
aligned,3,0.02094677900542296
pedagogically,1,0.0069822596684743195
every,1,0.0069822596684743195
impartiality,1,0.0069822596684743195
area,3,0.02094677900542296
assurance,2,0.013964519336948639
methodology,1,0.0069822596684743195
protection,2,0.013964519336948639
account,2,0.013964519336948639
page,3,0.02094677900542296
version,1,0.0069822596684743195
procedure,1,0.0069822596684743195
autonomy,1,0.0069822596684743195
accessibility,1,0.0069822596684743195
vulnerable,2,0.013964519336948639
always,1,0.0069822596684743195
external,1,0.0069822596684743195
evolve,1,0.0069822596684743195
rethinking,2,0.013964519336948639
encounter,1,0.0069822596684743195
system,7,0.048875817679320234
making,3,0.02094677900542296
deploy,2,0.013964519336948639
existing,2,0.013964519336948639
future,1,0.0069822596684743195
hinder,1,0.0069822596684743195
higher,2,0.013964519336948639
coach,1,0.0069822596684743195
appraising,1,0.0069822596684743195
acceptable,1,0.0069822596684743195
deployment,2,0.013964519336948639
technical,1,0.0069822596684743195
unsecure,1,0.0069822596684743195
working,1,0.0069822596684743195
reference,1,0.0069822596684743195
situation,3,0.02094677900542296
invigilated,2,0.013964519336948639
unsupervised,1,0.0069822596684743195
learning,45,0.3142016850813444
q,1,0.0
possible,2,0.013964519336948639
social,2,0.013964519336948639
produced,2,0.013964519336948639
requiring,1,0.0069822596684743195
within,12,0.08378711602169184
incorporate,1,0.0069822596684743195
ensuring,2,0.013964519336948639
academic,4,0.027929038673897278
develop,4,0.027929038673897278
creativity,1,0.0069822596684743195
wollongong,1,0.0069822596684743195
workplace,1,0.0069822596684743195
risk,4,0.027929038673897278
oversight,2,0.013964519336948639
analyse,3,0.02094677900542296
evidence,4,0.027929038673897278
context,11,0.07680485635321752
overview,1,0.0069822596684743195
test,3,0.02094677900542296
however,2,0.013964519336948639
improve,2,0.013964519336948639
enriches,1,0.0069822596684743195
complex,3,0.02094677900542296
sharing,1,0.0069822596684743195
main,1,0.0069822596684743195
difficult,1,0.0069822596684743195
constructively,1,0.0069822596684743195
adversely,1,0.0069822596684743195
academia,1,0.0069822596684743195
prevent,1,0.0069822596684743195
answer,2,0.013964519336948639
copilot,3,0.02094677900542296
personal,1,0.0069822596684743195
acknowledge,1,0.0069822596684743195
curriculum,1,0.0069822596684743195
concept,1,0.0069822596684743195
adjustment,2,0.013964519336948639
sure,1,0.0069822596684743195
developing,1,0.0069822596684743195
reconsider,1,0.0069822596684743195
public,1,0.0069822596684743195
considered,2,0.013964519336948639
accountability,1,0.0069822596684743195
function,1,0.0069822596684743195
necessarily,1,0.0069822596684743195
included,1,0.0069822596684743195
offset,1,0.0069822596684743195
administration,1,0.0069822596684743195
essay,3,0.02094677900542296
provide,6,0.04189355801084592
moral,4,0.027929038673897278
appraisal,1,0.0069822596684743195
default,1,0.0069822596684743195
usage,1,0.0069822596684743195
collaboration,2,0.013964519336948639
asked,1,0.0069822596684743195
goal,1,0.0069822596684743195
monitor,1,0.0069822596684743195
interdisciplinary,1,0.0069822596684743195
offer,1,0.0069822596684743195
accordance,1,0.0069822596684743195
subject,7,0.048875817679320234
important,1,0.0069822596684743195
compliance,1,0.0069822596684743195
take,1,0.0069822596684743195
implement,4,0.027929038673897278
section,2,0.013964519336948639
reading,1,0.0069822596684743195
sign,2,0.013964519336948639
process,7,0.048875817679320234
explanation,1,0.0069822596684743195
allow,3,0.02094677900542296
literate,1,0.0069822596684743195
research,2,0.013964519336948639
assessing,1,0.0069822596684743195
implementing,1,0.0069822596684743195
augmented,1,0.0069822596684743195
new,2,0.013964519336948639
drive,1,0.0069822596684743195
exam,2,0.013964519336948639
governing,1,0.0069822596684743195
associated,1,0.0069822596684743195
present,3,0.02094677900542296
experience,6,0.04189355801084592
promote,1,0.0069822596684743195
written,6,0.04189355801084592
validate,2,0.013964519336948639
disciplinary,1,0.0069822596684743195
assessment,54,0.3770420220976132
agency,1,0.0069822596684743195
adapting,1,0.0069822596684743195
security,4,0.027929038673897278
feasible,1,0.0069822596684743195
learned,1,0.0069822596684743195
exist,1,0.0069822596684743195
use,28,0.19550327071728094
review,5,0.0349112983423716
depend,1,0.0069822596684743195
ability,3,0.02094677900542296
outcome,12,0.08378711602169184
intelligence,13,0.09076937569016616
data,10,0.0698225966847432
adjust,1,0.0069822596684743195
game,1,0.0069822596684743195
business,1,0.0069822596684743195
format,4,0.027929038673897278
demonstration,2,0.013964519336948639
challenge,3,0.02094677900542296
learn,4,0.027929038673897278
group,1,0.0069822596684743195
approach,9,0.06284033701626887
acknowledgment,1,0.0069822596684743195
includes,2,0.013964519336948639
oral,1,0.0069822596684743195
mimic,1,0.0069822596684743195
mitigating,1,0.0069822596684743195
inclusivity,1,0.0069822596684743195
responding,1,0.0069822596684743195
product,1,0.0069822596684743195
effectively,2,0.013964519336948639
redesigning,1,0.0069822596684743195
providing,3,0.02094677900542296
university,19,0.13266293370101206
nuanced,1,0.0069822596684743195
task,16,0.11171615469558911
substitute,1,0.0069822596684743195
whose,1,0.0069822596684743195
topic,2,0.013964519336948639
affected,1,0.0069822596684743195
common,2,0.013964519336948639
finding,1,0.0069822596684743195
literature,1,0.0069822596684743195
case,2,0.013964519336948639
information,3,0.02094677900542296
unique,1,0.0069822596684743195
curricular,1,0.0069822596684743195
impact,6,0.04189355801084592
establish,1,0.0069822596684743195
fall,1,0.0069822596684743195
background,2,0.013964519336948639
online,3,0.02094677900542296
change,1,0.0069822596684743195
visual,1,0.0069822596684743195
role,11,0.07680485635321752
alternative,1,0.0069822596684743195
underpin,2,0.013964519336948639
elicit,1,0.0069822596684743195
keeping,1,0.0069822596684743195
measure,1,0.0069822596684743195
reduce,2,0.013964519336948639
etc,3,0.02094677900542296
also,4,0.027929038673897278
strength,1,0.0069822596684743195
significantly,1,0.0069822596684743195
become,2,0.013964519336948639
school,1,0.0069822596684743195
modelling,1,0.0069822596684743195
privacy,2,0.013964519336948639
depth,3,0.02094677900542296
text,3,0.02094677900542296
appraise,3,0.02094677900542296
welfare,1,0.0069822596684743195
diagnose,1,0.0069822596684743195
add,1,0.0069822596684743195
coordinated,1,0.0069822596684743195
wider,1,0.0069822596684743195
video,4,0.027929038673897278
automate,1,0.0069822596684743195
traceable,1,0.0069822596684743195
statement,3,0.02094677900542296
line,2,0.013964519336948639
done,1,0.0069822596684743195
formulate,1,0.0069822596684743195
safe,1,0.0069822596684743195
entirety,1,0.0069822596684743195
mental,1,0.0069822596684743195
decision,5,0.0349112983423716
resilience,6,0.04189355801084592
apply,2,0.013964519336948639
environment,4,0.027929038673897278
draw,1,0.0069822596684743195
detail,1,0.0069822596684743195
mark,1,0.0069822596684743195
required,3,0.02094677900542296
complexity,1,0.0069822596684743195
domain,1,0.0069822596684743195
refers,1,0.0069822596684743195
overreliance,3,0.02094677900542296
cultural,1,0.0069822596684743195
demonstrate,3,0.02094677900542296
adept,1,0.0069822596684743195
careful,1,0.0069822596684743195
include,2,0.013964519336948639
problem,2,0.013964519336948639
slos,1,0.0069822596684743195
underpinning,1,0.0069822596684743195
journal,2,0.013964519336948639
design,9,0.06284033701626887
assistance,1,0.0069822596684743195
top,1,0.0069822596684743195
secure,2,0.013964519336948639
live,1,0.0069822596684743195
quality,1,0.0069822596684743195
prompt,3,0.02094677900542296
rigorous,2,0.013964519336948639
member,2,0.013964519336948639
diagnostic,1,0.0069822596684743195
colleague,1,0.0069822596684743195
fidelity,1,0.0069822596684743195
formal,1,0.0069822596684743195
adequate,1,0.0069822596684743195
legal,1,0.0069822596684743195
encourage,2,0.013964519336948639
cultivate,1,0.0069822596684743195
footprint,1,0.0069822596684743195
responsibility,2,0.013964519336948639
strategy,13,0.09076937569016616
critically,8,0.055858077347794556
equity,1,0.0069822596684743195
cognisant,1,0.0069822596684743195
evaluating,1,0.0069822596684743195
clearly,1,0.0069822596684743195
accreditation,1,0.0069822596684743195
relies,1,0.0069822596684743195
session,1,0.0069822596684743195
alone,1,0.0069822596684743195
teaching,9,0.06284033701626887
must,4,0.027929038673897278
aspect,3,0.02094677900542296
authentic,2,0.013964519336948639
practice,7,0.048875817679320234
response,3,0.02094677900542296
represent,2,0.013964519336948639
accrediting,1,0.0069822596684743195
decide,1,0.0069822596684743195
conference,1,0.0069822596684743195
mechanism,1,0.0069822596684743195
ecological,1,0.0069822596684743195
stage,1,0.0069822596684743195
mitigate,3,0.02094677900542296
purpose,3,0.02094677900542296
capability,2,0.013964519336948639
scope,2,0.013964519336948639
assess,5,0.0349112983423716
regularly,4,0.027929038673897278
supervised,1,0.0069822596684743195
artificial,13,0.09076937569016616
deliver,1,0.0069822596684743195
consent,1,0.0069822596684743195
perform,1,0.0069822596684743195
helping,1,0.0069822596684743195
partner,1,0.0069822596684743195
clear,3,0.02094677900542296
commitment,3,0.02094677900542296
control,1,0.0069822596684743195
practical,3,0.02094677900542296
plan,6,0.04189355801084592
map,1,0.0069822596684743195
simulated,1,0.0069822596684743195
formative,1,0.0069822596684743195
upskilling,1,0.0069822596684743195
find,1,0.0069822596684743195
particular,1,0.0069822596684743195
lifelong,2,0.013964519336948639
content,1,0.0069822596684743195
adult,1,0.0069822596684743195
draft,1,0.0069822596684743195
prepared,1,0.0069822596684743195
regardless,1,0.0069822596684743195
motivation,1,0.0069822596684743195
claim,1,0.0069822596684743195
marking,3,0.02094677900542296
applies,1,0.0069822596684743195
seeking,1,0.0069822596684743195
five,2,0.013964519336948639
identify,6,0.04189355801084592
choose,1,0.0069822596684743195
career,1,0.0069822596684743195
circumstance,1,0.0069822596684743195
attitude,1,0.0069822596684743195
examination,2,0.013964519336948639
