Term,Word Count,TF-IDF
identifying,2,0.011917859153654013
aim,1,0.005958929576827006
module,2,0.011917859153654013
counterargument,1,0.005958929576827006
expertise,1,0.005958929576827006
replacing,1,0.005958929576827006
informed,1,0.005958929576827006
misinformation,1,0.005958929576827006
practice,2,0.011917859153654013
ask,7,0.041712507037789046
mechanic,1,0.005958929576827006
response,9,0.05363036619144306
indicated,1,0.005958929576827006
authenticity,2,0.011917859153654013
emerging,1,0.005958929576827006
directly,1,0.005958929576827006
would,6,0.03575357746096204
thought,2,0.011917859153654013
undocumented,1,0.005958929576827006
allowance,1,0.005958929576827006
large,1,0.005958929576827006
limitation,2,0.011917859153654013
familiarizing,1,0.005958929576827006
consists,1,0.005958929576827006
stage,1,0.005958929576827006
follow,1,0.005958929576827006
summarize,1,0.005958929576827006
assess,2,0.011917859153654013
enhance,1,0.005958929576827006
fact,1,0.005958929576827006
artificial,5,0.029794647884135033
direct,5,0.029794647884135033
deeper,1,0.005958929576827006
comfortable,1,0.005958929576827006
pedagogical,1,0.005958929576827006
numerous,2,0.011917859153654013
post,3,0.01787678873048102
generator,5,0.029794647884135033
clear,2,0.011917859153654013
commitment,1,0.005958929576827006
possibility,1,0.005958929576827006
appropriate,6,0.03575357746096204
checklist,2,0.011917859153654013
authority,1,0.005958929576827006
one,2,0.011917859153654013
support,8,0.04767143661461605
debate,1,0.005958929576827006
incorrect,2,0.011917859153654013
sophistication,1,0.005958929576827006
specifically,2,0.011917859153654013
designing,1,0.005958929576827006
definitively,1,0.005958929576827006
assignment,5,0.029794647884135033
graduate,1,0.005958929576827006
artificially,1,0.005958929576827006
easier,1,0.005958929576827006
permitted,6,0.03575357746096204
find,1,0.005958929576827006
available,2,0.011917859153654013
small,2,0.011917859153654013
particular,3,0.01787678873048102
beneficial,1,0.005958929576827006
unreferenced,1,0.005958929576827006
copy,1,0.005958929576827006
content,13,0.07746608449875109
matter,1,0.005958929576827006
citing,5,0.029794647884135033
skill,5,0.029794647884135033
intersect,1,0.005958929576827006
stay,1,0.005958929576827006
pace,1,0.005958929576827006
argumentation,1,0.005958929576827006
paraphrase,2,0.011917859153654013
time,3,0.01787678873048102
discus,1,0.005958929576827006
five,1,0.005958929576827006
presentation,1,0.005958929576827006
curious,1,0.005958929576827006
identify,5,0.029794647884135033
assist,1,0.005958929576827006
suspected,1,0.005958929576827006
lecture,2,0.011917859153654013
publicly,1,0.005958929576827006
scale,2,0.011917859153654013
based,2,0.011917859153654013
program,1,0.005958929576827006
final,1,0.005958929576827006
wish,1,0.005958929576827006
creative,1,0.005958929576827006
disclosing,1,0.005958929576827006
relevant,1,0.005958929576827006
emphasize,2,0.011917859153654013
reflection,6,0.03575357746096204
guide,2,0.011917859153654013
pattern,1,0.005958929576827006
across,1,0.005958929576827006
note,4,0.023835718307308025
submitted,3,0.01787678873048102
additional,1,0.005958929576827006
three,1,0.005958929576827006
judgment,1,0.005958929576827006
confusion,1,0.005958929576827006
policy,4,0.023835718307308025
core,1,0.005958929576827006
discriminatory,1,0.005958929576827006
better,2,0.011917859153654013
generated,2,0.011917859153654013
citation,4,0.023835718307308025
tool,72,0.4290429295315445
prepare,1,0.005958929576827006
able,1,0.005958929576827006
capable,1,0.005958929576827006
aide,1,0.005958929576827006
none,1,0.005958929576827006
mean,1,0.005958929576827006
discipline,2,0.011917859153654013
specific,3,0.01787678873048102
discussion,11,0.06554822534509708
used,13,0.07746608449875109
transform,1,0.005958929576827006
give,1,0.005958929576827006
nature,1,0.005958929576827006
detect,1,0.005958929576827006
work,16,0.0953428732292321
needed,1,0.005958929576827006
survey,5,0.029794647884135033
student,86,0.5124679436071226
meet,1,0.005958929576827006
ungraded,1,0.005958929576827006
relates,1,0.005958929576827006
copied,1,0.005958929576827006
involved,3,0.01787678873048102
activity,3,0.01787678873048102
expanding,1,0.005958929576827006
update,1,0.005958929576827006
result,2,0.011917859153654013
throughout,2,0.011917859153654013
easily,2,0.011917859153654013
weakness,1,0.005958929576827006
away,1,0.005958929576827006
submitting,1,0.005958929576827006
standard,2,0.011917859153654013
aligned,2,0.011917859153654013
relationship,1,0.005958929576827006
pilot,1,0.005958929576827006
instance,2,0.011917859153654013
redesigned,1,0.005958929576827006
accuracy,1,0.005958929576827006
spark,2,0.011917859153654013
know,2,0.011917859153654013
model,2,0.011917859153654013
expectation,20,0.11917859153654013
could,6,0.03575357746096204
regarding,2,0.011917859153654013
grade,1,0.005958929576827006
compilation,1,0.005958929576827006
image,2,0.011917859153654013
comparing,1,0.005958929576827006
page,2,0.011917859153654013
evaluation,4,0.023835718307308025
encouraged,1,0.005958929576827006
provides,2,0.011917859153654013
full,1,0.005958929576827006
instruction,5,0.029794647884135033
given,5,0.029794647884135033
similarly,2,0.011917859153654013
procedure,3,0.01787678873048102
detector,2,0.011917859153654013
item,1,0.005958929576827006
accessibility,3,0.01787678873048102
write,1,0.005958929576827006
stereotype,1,0.005958929576827006
asks,4,0.023835718307308025
potential,2,0.011917859153654013
guiding,1,0.005958929576827006
created,3,0.01787678873048102
value,1,0.005958929576827006
organization,1,0.005958929576827006
system,1,0.005958929576827006
bringing,1,0.005958929576827006
community,1,0.005958929576827006
language,1,0.005958929576827006
term,3,0.01787678873048102
plagiarism,1,0.005958929576827006
example,5,0.029794647884135033
responsibly,1,0.005958929576827006
ii,1,0.005958929576827006
effective,4,0.023835718307308025
similar,1,0.005958929576827006
limited,1,0.005958929576827006
aid,2,0.011917859153654013
consider,11,0.06554822534509708
unsure,1,0.005958929576827006
want,1,0.005958929576827006
get,1,0.005958929576827006
vary,1,0.005958929576827006
feedback,1,0.005958929576827006
create,4,0.023835718307308025
target,1,0.005958929576827006
thinking,3,0.01787678873048102
clarification,1,0.005958929576827006
simplify,1,0.005958929576827006
documenting,2,0.011917859153654013
visit,1,0.005958929576827006
address,1,0.005958929576827006
might,1,0.005958929576827006
help,11,0.06554822534509708
reference,1,0.005958929576827006
finally,1,0.005958929576827006
forum,1,0.005958929576827006
fabricate,1,0.005958929576827006
training,2,0.011917859153654013
additionally,5,0.029794647884135033
resembles,1,0.005958929576827006
transparent,1,0.005958929576827006
gather,1,0.005958929576827006
idea,3,0.01787678873048102
learning,19,0.11321966195971313
framework,2,0.011917859153654013
correct,1,0.005958929576827006
uphold,2,0.011917859153654013
engage,2,0.011917859153654013
favour,1,0.005958929576827006
original,4,0.023835718307308025
form,12,0.07150715492192408
act,1,0.005958929576827006
requiring,1,0.005958929576827006
within,3,0.01787678873048102
incorporate,3,0.01787678873048102
audio,1,0.005958929576827006
ensuring,1,0.005958929576827006
detailed,1,0.005958929576827006
aias,3,0.01787678873048102
academic,19,0.11321966195971313
develop,2,0.011917859153654013
ease,1,0.005958929576827006
whether,2,0.011917859153654013
chatgpt,13,0.07746608449875109
analysis,2,0.011917859153654013
keep,2,0.011917859153654013
evidence,2,0.011917859153654013
context,3,0.01787678873048102
translation,1,0.005958929576827006
supporting,2,0.011917859153654013
overview,2,0.011917859153654013
following,4,0.023835718307308025
reduction,1,0.005958929576827006
excluded,1,0.005958929576827006
improve,1,0.005958929576827006
appropriately,2,0.011917859153654013
team,1,0.005958929576827006
require,2,0.011917859153654013
material,3,0.01787678873048102
without,2,0.011917859153654013
suit,1,0.005958929576827006
norm,1,0.005958929576827006
integrity,11,0.06554822534509708
transparency,4,0.023835718307308025
lack,1,0.005958929576827006
description,2,0.011917859153654013
various,2,0.011917859153654013
output,9,0.05363036619144306
creation,2,0.011917859153654013
personal,3,0.01787678873048102
acknowledge,1,0.005958929576827006
curriculum,1,0.005958929576827006
arise,1,0.005958929576827006
concept,3,0.01787678873048102
pdf,6,0.03575357746096204
explicit,1,0.005958929576827006
many,1,0.005958929576827006
think,2,0.011917859153654013
syntax,1,0.005958929576827006
replace,1,0.005958929576827006
considered,3,0.01787678873048102
realistic,1,0.005958929576827006
modality,1,0.005958929576827006
educator,3,0.01787678873048102
repeated,1,0.005958929576827006
included,2,0.011917859153654013
protecting,1,0.005958929576827006
essay,3,0.01787678873048102
provide,10,0.059589295768270066
shortcoming,1,0.005958929576827006
automated,1,0.005958929576827006
rubric,2,0.011917859153654013
receive,1,0.005958929576827006
thread,1,0.005958929576827006
proven,1,0.005958929576827006
share,1,0.005958929576827006
utilized,1,0.005958929576827006
ethical,1,0.005958929576827006
responsible,5,0.029794647884135033
mindful,1,0.005958929576827006
shape,1,0.005958929576827006
mode,1,0.005958929576827006
significant,1,0.005958929576827006
usage,4,0.023835718307308025
visuals,1,0.005958929576827006
assistive,1,0.005958929576827006
involving,1,0.005958929576827006
others,2,0.011917859153654013
undermine,1,0.005958929576827006
verbalize,1,0.005958929576827006
produce,4,0.023835718307308025
offer,1,0.005958929576827006
discrepancy,1,0.005958929576827006
connect,2,0.011917859153654013
contains,2,0.011917859153654013
accordance,1,0.005958929576827006
issue,3,0.01787678873048102
subject,2,0.011917859153654013
important,1,0.005958929576827006
implement,2,0.011917859153654013
section,8,0.04767143661461605
reading,1,0.005958929576827006
obtain,1,0.005958929576827006
concern,4,0.023835718307308025
conversation,2,0.011917859153654013
process,4,0.023835718307308025
allow,2,0.011917859153654013
research,1,0.005958929576827006
suggested,1,0.005958929576827006
open,1,0.005958929576827006
user,4,0.023835718307308025
chance,1,0.005958929576827006
apa,2,0.011917859153654013
general,1,0.005958929576827006
implementing,2,0.011917859153654013
although,1,0.005958929576827006
grading,1,0.005958929576827006
consistency,1,0.005958929576827006
new,3,0.01787678873048102
exam,1,0.005958929576827006
date,1,0.005958929576827006
chart,1,0.005958929576827006
painting,1,0.005958929576827006
